age,annual_income,credit_score,employment_years,num_late_payments,utilization_rate,num_credit_lines,loan_amount,loan_term_months,debt_to_income,home_ownership,loan_purpose,default
22,20000.0,668,4.0,3,0.2385,10,20615.47,24,0.5154,OWN,EDUCATION,1
38,251194.11,707,0.7,0,0.2829,11,10969.11,24,0.0218,RENT,DEBT_CONSOLIDATION,0
34,77921.84,734,16.2,2,0.5133,12,13124.43,72,0.0281,OWN,MEDICAL,0
47,64112.58,813,2.5,3,0.4534,12,7833.65,84,0.0175,MORTGAGE,HOME_IMPROVEMENT,1
33,68824.83,638,0.1,1,0.1476,3,22722.2,60,0.066,MORTGAGE,DEBT_CONSOLIDATION,1
63,29270.36,690,9.3,1,0.118,8,5590.01,24,0.0955,OWN,DEBT_CONSOLIDATION,0
34,40237.88,672,11.9,1,0.5554,16,14248.1,84,0.0506,RENT,DEBT_CONSOLIDATION,1
44,143152.4,761,0.3,0,0.3067,10,9414.25,12,0.0658,OWN,DEBT_CONSOLIDATION,0
27,83214.23,850,1.1,2,0.6054,9,17103.29,36,0.0685,RENT,DEBT_CONSOLIDATION,0
61,40872.03,764,4.0,1,0.3433,9,10832.53,48,0.0663,RENT,HOME_IMPROVEMENT,1
61,32422.0,743,4.3,0,0.1733,14,12543.28,24,0.1934,RENT,DEBT_CONSOLIDATION,0
56,46265.55,752,1.9,0,0.2432,4,13038.56,72,0.047,RENT,BUSINESS,1
37,51138.08,781,2.2,0,0.3888,12,2547.27,48,0.0125,RENT,EDUCATION,0
24,166803.71,850,14.1,1,0.6035,9,12439.41,60,0.0149,RENT,EDUCATION,0
52,54495.11,545,6.4,0,0.2715,10,12828.07,84,0.0336,RENT,EDUCATION,0
40,33031.74,727,0.2,2,0.3173,17,21662.51,84,0.0937,MORTGAGE,DEBT_CONSOLIDATION,0
64,58145.21,473,3.2,0,0.4987,4,3993.34,12,0.0687,RENT,EDUCATION,0
52,68334.44,756,3.5,3,0.2511,5,11629.2,12,0.1702,OWN,MEDICAL,1
45,31562.55,724,12.8,0,0.3396,10,7744.86,24,0.1227,RENT,DEBT_CONSOLIDATION,0
64,73209.67,636,4.1,0,0.1372,17,54555.74,24,0.3726,RENT,DEBT_CONSOLIDATION,0
56,109585.24,466,2.7,1,0.4185,5,8119.02,84,0.0106,MORTGAGE,EDUCATION,1
41,64172.86,678,4.9,0,0.3384,4,6180.72,36,0.0321,OWN,HOME_IMPROVEMENT,0
22,40193.78,697,29.2,3,0.0521,17,16736.64,60,0.0833,MORTGAGE,DEBT_CONSOLIDATION,1
25,45961.75,674,11.9,0,0.3928,3,10322.24,12,0.2246,MORTGAGE,HOME_IMPROVEMENT,0
41,26123.28,630,1.5,3,0.0301,4,4514.66,24,0.0864,RENT,DEBT_CONSOLIDATION,0
46,55998.62,608,2.4,0,0.362,2,8659.13,48,0.0387,MORTGAGE,EDUCATION,0
23,69939.79,675,7.8,1,0.1763,14,17695.52,72,0.0422,RENT,DEBT_CONSOLIDATION,0
27,38241.77,615,0.3,3,0.3885,9,12567.15,36,0.1095,RENT,BUSINESS,1
52,157920.98,744,4.0,1,0.1629,16,16572.22,60,0.021,RENT,DEBT_CONSOLIDATION,1
54,88977.58,673,3.7,1,0.3503,8,15602.71,72,0.0292,OWN,DEBT_CONSOLIDATION,1
23,24431.08,542,1.9,1,0.4691,7,15730.99,84,0.092,RENT,BUSINESS,0
43,24682.97,694,0.7,0,0.148,6,10502.62,84,0.0608,RENT,HOME_IMPROVEMENT,0
25,36606.76,713,0.6,0,0.4268,11,29596.64,84,0.1155,MORTGAGE,DEBT_CONSOLIDATION,0
53,131477.72,809,8.0,0,0.2653,10,7317.97,48,0.0139,MORTGAGE,DEBT_CONSOLIDATION,0
57,93476.08,754,4.6,0,0.2284,12,13576.9,36,0.0484,MORTGAGE,DEBT_CONSOLIDATION,1
59,134841.61,608,12.3,2,0.6534,9,15422.18,84,0.0163,RENT,DEBT_CONSOLIDATION,1
47,60180.56,794,3.9,0,0.5028,14,32273.36,36,0.1788,MORTGAGE,DEBT_CONSOLIDATION,0
49,53919.92,569,0.4,0,0.0861,3,3801.57,36,0.0235,RENT,DEBT_CONSOLIDATION,0
61,32088.25,682,5.4,3,0.3841,8,27019.79,12,0.842,RENT,HOME_IMPROVEMENT,1
48,71313.57,740,9.3,1,0.2685,11,3490.21,60,0.0098,MORTGAGE,EDUCATION,0
41,54280.26,796,1.5,3,0.4495,6,9578.77,84,0.0252,RENT,DEBT_CONSOLIDATION,0
54,53245.25,831,8.1,0,0.5874,10,9512.97,36,0.0596,OWN,BUSINESS,0
47,134460.46,781,9.5,1,0.1511,15,60000.0,12,0.4462,OWN,HOME_IMPROVEMENT,0
58,56208.72,669,5.1,1,0.7988,10,35094.95,60,0.1249,MORTGAGE,DEBT_CONSOLIDATION,0
44,116481.85,726,8.4,2,0.3185,16,12998.61,48,0.0279,RENT,EDUCATION,1
59,27064.08,697,3.0,1,0.153,13,22720.97,72,0.1399,RENT,HOME_IMPROVEMENT,0
23,229591.32,623,0.8,2,0.6279,17,3132.61,84,0.0019,RENT,HOME_IMPROVEMENT,1
23,49680.35,670,1.7,2,0.0046,15,11646.45,84,0.0335,RENT,HOME_IMPROVEMENT,0
26,85271.2,823,9.2,1,0.3792,16,8244.68,12,0.0967,MORTGAGE,DEBT_CONSOLIDATION,0
45,92331.11,731,4.9,0,0.1718,1,7380.37,72,0.0133,OWN,DEBT_CONSOLIDATION,0
52,46691.7,844,0.3,0,0.0692,8,22729.08,12,0.4868,RENT,DEBT_CONSOLIDATION,0
31,90175.68,593,11.5,0,0.3787,3,3007.68,72,0.0056,RENT,EDUCATION,0
28,92549.75,649,5.3,4,0.5176,15,20380.53,24,0.1101,RENT,DEBT_CONSOLIDATION,1
58,41916.2,713,1.0,3,0.3104,13,19369.11,72,0.077,RENT,DEBT_CONSOLIDATION,0
54,42165.17,739,4.7,3,0.0094,10,37624.05,84,0.1275,RENT,HOME_IMPROVEMENT,0
49,61245.97,670,5.5,2,0.1978,1,20227.35,48,0.0826,OWN,HOME_IMPROVEMENT,0
42,56514.53,744,2.5,1,0.1602,11,3738.11,36,0.022,MORTGAGE,HOME_IMPROVEMENT,0
40,120158.27,743,5.2,1,0.5097,6,19122.98,84,0.0227,RENT,DEBT_CONSOLIDATION,0
22,85078.88,568,23.7,2,0.2147,1,9206.52,12,0.1082,MORTGAGE,DEBT_CONSOLIDATION,0
30,57802.55,740,5.1,1,0.1131,6,11489.56,60,0.0398,MORTGAGE,HOME_IMPROVEMENT,0
60,81067.63,765,4.6,1,0.0802,10,14642.77,24,0.0903,OWN,EDUCATION,0
36,21518.61,703,9.9,2,0.4533,3,26015.15,36,0.403,OWN,EDUCATION,0
52,44017.59,532,6.5,0,0.1926,11,38164.95,84,0.1239,MORTGAGE,MEDICAL,1
52,69141.51,657,4.6,0,0.361,3,40672.13,36,0.1961,RENT,BUSINESS,0
35,104577.4,715,6.2,3,0.1827,10,21130.75,24,0.101,RENT,DEBT_CONSOLIDATION,1
30,66163.53,610,13.0,2,0.1395,14,14531.12,84,0.0314,RENT,EDUCATION,0
51,124134.32,753,1.3,0,0.3616,6,9891.3,24,0.0398,RENT,DEBT_CONSOLIDATION,0
26,92408.1,738,6.5,1,0.2042,4,50687.5,36,0.1828,RENT,BUSINESS,0
43,46902.92,690,0.4,1,0.3379,11,16873.07,84,0.0514,OWN,BUSINESS,0
60,55825.42,681,2.8,2,0.6681,6,10959.06,48,0.0491,MORTGAGE,HOME_IMPROVEMENT,0
52,73439.03,695,1.5,1,0.2393,13,41339.18,84,0.0804,RENT,EDUCATION,0
54,47843.1,679,2.1,1,0.3309,16,60000.0,72,0.209,OWN,MEDICAL,1
25,128752.22,577,5.6,2,0.0975,5,4586.92,72,0.0059,MORTGAGE,EDUCATION,0
30,34393.98,645,1.0,1,0.2187,7,60000.0,12,1.0,MORTGAGE,EDUCATION,0
33,70126.3,685,2.2,0,0.3685,2,30324.14,60,0.0865,RENT,DEBT_CONSOLIDATION,0
34,86484.75,793,0.1,0,0.1611,13,5062.24,84,0.0084,OWN,EDUCATION,1
30,51188.82,735,2.6,2,0.129,13,25462.01,60,0.0995,RENT,BUSINESS,0
63,45734.14,797,6.2,1,0.3358,4,8782.04,48,0.048,OWN,HOME_IMPROVEMENT,0
29,57639.27,567,13.2,1,0.5773,1,13238.65,24,0.1148,RENT,DEBT_CONSOLIDATION,1
52,89859.2,651,4.9,0,0.6718,10,6130.66,12,0.0682,MORTGAGE,DEBT_CONSOLIDATION,0
47,46633.57,845,0.9,1,0.3426,5,53737.48,60,0.2305,RENT,BUSINESS,0
48,35085.37,620,3.5,1,0.5336,12,4165.16,60,0.0237,OWN,MEDICAL,0
31,106435.28,618,1.9,1,0.0978,16,3899.66,48,0.0092,MORTGAGE,EDUCATION,0
35,73104.72,658,2.1,2,0.3405,3,13873.36,60,0.038,MORTGAGE,HOME_IMPROVEMENT,1
48,99104.36,841,2.1,0,0.0083,1,16416.73,24,0.0828,MORTGAGE,MEDICAL,0
34,87523.79,626,2.4,1,0.3796,11,24889.14,12,0.2844,RENT,HOME_IMPROVEMENT,0
51,178072.25,724,2.7,1,0.1216,8,4039.96,60,0.0045,OWN,DEBT_CONSOLIDATION,0
23,104556.83,711,1.6,1,0.6047,4,5328.46,72,0.0085,OWN,DEBT_CONSOLIDATION,1
25,41687.65,525,0.4,1,0.6742,12,22961.49,12,0.5508,RENT,BUSINESS,1
53,75745.47,678,6.3,0,0.206,10,4395.66,24,0.029,MORTGAGE,BUSINESS,1
48,45308.76,635,3.3,0,0.5324,6,7252.67,84,0.0229,MORTGAGE,HOME_IMPROVEMENT,0
23,47711.94,734,3.1,2,0.1249,7,15685.82,12,0.3288,MORTGAGE,DEBT_CONSOLIDATION,0
60,29547.36,819,6.1,2,0.2948,5,12585.92,84,0.0609,OWN,DEBT_CONSOLIDATION,0
22,51893.22,652,0.2,3,0.3009,7,42306.5,24,0.4076,MORTGAGE,MEDICAL,1
63,78630.67,652,2.4,0,0.0541,16,6135.4,24,0.039,MORTGAGE,DEBT_CONSOLIDATION,0
53,57929.91,850,1.5,0,0.1946,8,39892.17,72,0.1148,RENT,HOME_IMPROVEMENT,0
64,34555.29,623,2.3,1,0.4396,5,23007.19,12,0.6658,MORTGAGE,DEBT_CONSOLIDATION,1
62,27958.89,572,3.8,2,0.3609,1,21934.12,36,0.2615,RENT,BUSINESS,1
35,172115.83,790,3.0,1,0.1035,3,10042.77,48,0.0146,MORTGAGE,EDUCATION,0
54,70444.5,675,6.2,2,0.1533,16,28539.68,84,0.0579,RENT,EDUCATION,0
31,39654.73,702,3.9,1,0.1228,15,24473.35,24,0.3086,OWN,EDUCATION,0
42,75424.82,850,22.0,1,0.3054,15,23896.52,72,0.0528,RENT,EDUCATION,0
32,178901.93,567,1.0,0,0.5137,6,18197.63,60,0.0203,MORTGAGE,DEBT_CONSOLIDATION,0
42,81652.78,664,8.6,0,0.1474,17,23610.63,24,0.1446,RENT,HOME_IMPROVEMENT,0
59,20000.0,581,6.8,1,0.1455,16,7077.57,36,0.118,MORTGAGE,DEBT_CONSOLIDATION,0
40,225515.88,706,5.3,1,0.4921,15,13864.72,36,0.0205,RENT,HOME_IMPROVEMENT,0
25,23750.93,635,3.4,2,0.2576,12,5545.38,12,0.2335,OWN,BUSINESS,1
35,54013.76,586,21.1,2,0.2568,15,12532.91,48,0.058,OWN,MEDICAL,0
55,33972.2,738,15.1,2,0.1772,10,12304.89,84,0.0517,MORTGAGE,EDUCATION,0
44,41357.08,680,4.2,1,0.3721,17,7778.92,84,0.0269,MORTGAGE,BUSINESS,0
46,69023.68,579,4.1,1,0.109,9,29401.9,48,0.1065,OWN,HOME_IMPROVEMENT,0
40,21257.99,584,1.8,1,0.1688,13,15661.1,60,0.1473,RENT,EDUCATION,1
34,57232.5,696,0.5,1,0.3063,10,14009.87,48,0.0612,RENT,BUSINESS,0
47,106262.87,546,6.3,1,0.6137,14,32357.18,48,0.0761,RENT,MEDICAL,1
49,39276.43,698,5.9,3,0.2566,17,52487.56,60,0.2673,RENT,EDUCATION,0
60,29877.4,787,6.8,2,0.2151,7,5706.52,36,0.0637,MORTGAGE,DEBT_CONSOLIDATION,0
48,55845.68,733,5.9,1,0.0981,6,3664.16,24,0.0328,RENT,DEBT_CONSOLIDATION,0
64,50555.61,630,6.7,0,0.3486,12,21808.23,60,0.0863,MORTGAGE,HOME_IMPROVEMENT,0
57,44461.82,701,2.7,0,0.3903,12,6336.1,48,0.0356,RENT,EDUCATION,0
25,33051.66,579,0.9,2,0.302,3,3160.5,48,0.0239,MORTGAGE,HOME_IMPROVEMENT,0
38,77620.92,690,1.7,2,0.1886,5,41162.1,24,0.2651,RENT,DEBT_CONSOLIDATION,1
38,80630.46,653,3.1,1,0.5741,3,35805.88,60,0.0888,MORTGAGE,EDUCATION,0
22,35142.86,596,0.0,2,0.2493,13,13904.61,60,0.0791,RENT,HOME_IMPROVEMENT,1
29,37660.73,729,4.1,0,0.1087,15,7119.81,36,0.063,MORTGAGE,HOME_IMPROVEMENT,0
54,64102.97,521,1.7,1,0.3111,14,9778.01,72,0.0254,RENT,BUSINESS,1
37,36957.14,585,2.5,0,0.2843,9,12825.65,24,0.1735,RENT,DEBT_CONSOLIDATION,0
28,65468.93,594,6.8,2,0.1817,13,14745.93,84,0.0322,RENT,EDUCATION,1
34,124744.54,639,24.3,0,0.59,5,60000.0,60,0.0962,RENT,DEBT_CONSOLIDATION,0
33,58109.75,783,6.3,3,0.2034,8,10256.34,60,0.0353,OWN,DEBT_CONSOLIDATION,0
29,32636.67,740,6.0,2,0.144,8,32649.32,24,0.5002,RENT,EDUCATION,0
26,72842.27,688,0.6,1,0.3607,5,14770.13,24,0.1014,RENT,HOME_IMPROVEMENT,0
54,54785.05,684,3.2,3,0.1607,4,6281.72,24,0.0573,MORTGAGE,MEDICAL,0
57,55543.48,679,1.6,1,0.1778,1,29331.75,48,0.132,OWN,HOME_IMPROVEMENT,0
43,75937.16,789,2.7,2,0.117,4,7461.49,48,0.0246,OWN,MEDICAL,0
48,84585.55,534,4.8,0,0.2362,7,8953.09,60,0.0212,RENT,DEBT_CONSOLIDATION,0
61,60946.46,741,7.4,0,0.3839,14,9690.77,12,0.159,MORTGAGE,HOME_IMPROVEMENT,0
58,58084.83,639,4.4,0,0.4002,8,26009.56,84,0.064,RENT,MEDICAL,0
23,168008.65,720,1.5,1,0.0727,6,4382.19,84,0.0037,MORTGAGE,HOME_IMPROVEMENT,0
62,109128.02,720,9.3,3,0.1898,13,19979.41,24,0.0915,OWN,DEBT_CONSOLIDATION,1
24,90832.56,738,0.6,2,0.0556,4,1726.97,36,0.0063,RENT,MEDICAL,0
23,63933.77,806,6.1,1,0.2933,8,47298.35,60,0.148,MORTGAGE,MEDICAL,0
39,36211.37,570,0.9,0,0.7245,6,40213.37,60,0.2221,RENT,DEBT_CONSOLIDATION,1
54,105207.85,760,8.7,4,0.2802,17,6275.51,36,0.0199,MORTGAGE,HOME_IMPROVEMENT,0
25,64353.53,674,10.1,2,0.5441,8,15916.75,84,0.0353,MORTGAGE,DEBT_CONSOLIDATION,0
34,44865.1,643,2.1,2,0.2072,9,27643.05,72,0.1027,MORTGAGE,HOME_IMPROVEMENT,0
33,53020.28,842,7.7,1,0.2159,4,7710.49,84,0.0208,MORTGAGE,DEBT_CONSOLIDATION,0
39,36934.77,736,8.8,1,0.2563,10,2579.49,48,0.0175,RENT,DEBT_CONSOLIDATION,0
64,101586.36,646,14.4,1,0.1548,7,30700.51,60,0.0604,OWN,BUSINESS,0
36,84247.87,756,3.6,0,0.4213,1,17052.25,36,0.0675,MORTGAGE,DEBT_CONSOLIDATION,0
30,65566.24,676,0.6,2,0.089,11,12052.98,60,0.0368,MORTGAGE,MEDICAL,0
27,58606.87,645,3.6,2,0.5961,4,21270.66,36,0.121,RENT,DEBT_CONSOLIDATION,1
30,42602.39,631,1.5,2,0.2103,11,30923.57,72,0.121,RENT,HOME_IMPROVEMENT,0
27,20639.53,704,3.5,2,0.3657,5,12593.79,48,0.1525,RENT,BUSINESS,0
46,29541.06,630,0.7,0,0.5593,7,16627.7,24,0.2814,MORTGAGE,EDUCATION,0
40,41302.46,692,3.8,0,0.5567,11,6743.24,72,0.0272,MORTGAGE,EDUCATION,0
43,38311.94,750,3.8,0,0.4443,6,9784.24,84,0.0365,RENT,BUSINESS,0
57,69194.75,688,0.4,1,0.3766,12,29259.79,12,0.4229,RENT,BUSINESS,1
46,89836.52,838,2.5,3,0.0802,11,36008.28,60,0.0802,OWN,EDUCATION,0
28,56149.91,681,14.2,1,0.474,12,6153.38,24,0.0548,RENT,DEBT_CONSOLIDATION,0
38,121110.48,787,1.5,0,0.6759,12,60000.0,72,0.0826,MORTGAGE,BUSINESS,0
35,40479.51,758,4.9,2,0.3751,1,10862.77,36,0.0895,RENT,DEBT_CONSOLIDATION,0
57,55950.99,802,8.1,2,0.4256,3,9864.0,60,0.0353,MORTGAGE,DEBT_CONSOLIDATION,0
35,58367.03,837,3.6,3,0.8367,14,36603.61,36,0.209,RENT,BUSINESS,1
27,103372.39,539,1.4,0,0.3393,5,16912.53,36,0.0545,RENT,BUSINESS,0
53,63129.51,701,5.6,1,0.2836,3,7009.87,48,0.0278,MORTGAGE,DEBT_CONSOLIDATION,0
40,64009.35,671,28.4,1,0.2807,13,7422.06,48,0.029,OWN,BUSINESS,0
26,26175.48,688,6.5,2,0.3145,7,23859.8,72,0.1519,RENT,EDUCATION,0
51,38179.22,648,6.4,1,0.4547,1,8362.99,12,0.219,MORTGAGE,HOME_IMPROVEMENT,0
31,103567.22,636,7.1,0,0.627,2,6686.45,72,0.0108,RENT,DEBT_CONSOLIDATION,0
59,21212.14,592,0.1,0,0.3839,14,15647.13,72,0.1229,RENT,MEDICAL,0
57,117183.5,687,6.0,1,0.4102,1,7263.98,24,0.031,MORTGAGE,DEBT_CONSOLIDATION,0
37,76867.02,754,0.8,1,0.1049,12,5270.76,48,0.0171,RENT,MEDICAL,0
45,41201.89,640,8.4,2,0.2732,14,6223.51,60,0.0302,RENT,DEBT_CONSOLIDATION,1
46,39496.82,653,4.2,0,0.1903,17,22569.61,72,0.0952,RENT,EDUCATION,0
50,154504.37,624,3.5,3,0.5506,1,16020.07,60,0.0207,RENT,DEBT_CONSOLIDATION,1
24,121261.29,600,0.9,0,0.066,7,9338.56,36,0.0257,RENT,HOME_IMPROVEMENT,0
35,56403.11,661,1.4,1,0.0436,1,5893.39,24,0.0522,RENT,MEDICAL,0
29,64042.09,707,3.0,0,0.188,8,3604.42,72,0.0094,RENT,EDUCATION,0
51,43343.38,780,1.4,0,0.1982,6,8639.1,48,0.0498,RENT,MEDICAL,0
24,64048.25,584,26.6,1,0.3088,17,18684.65,72,0.0486,RENT,MEDICAL,0
44,42746.74,677,1.4,1,0.3138,17,7089.47,12,0.1658,RENT,BUSINESS,1
53,57568.37,774,15.1,3,0.2302,5,11392.64,84,0.0283,MORTGAGE,HOME_IMPROVEMENT,0
62,148029.18,585,3.5,5,0.2263,1,28138.69,36,0.0634,MORTGAGE,DEBT_CONSOLIDATION,1
34,57079.08,781,12.7,0,0.3372,7,14215.81,72,0.0415,MORTGAGE,DEBT_CONSOLIDATION,0
22,35453.92,644,6.8,2,0.2261,1,12766.18,36,0.12,MORTGAGE,DEBT_CONSOLIDATION,0
53,30236.77,736,4.8,1,0.1417,2,25597.14,84,0.1209,RENT,DEBT_CONSOLIDATION,0
22,63803.22,662,17.0,1,0.6846,4,43875.57,36,0.2292,MORTGAGE,EDUCATION,0
24,40927.29,716,8.5,3,0.3886,12,8270.2,48,0.0505,MORTGAGE,DEBT_CONSOLIDATION,0
64,67731.16,808,7.0,0,0.2102,6,15699.26,48,0.0579,RENT,HOME_IMPROVEMENT,0
59,26642.11,670,0.9,3,0.3131,11,20704.56,24,0.3886,RENT,HOME_IMPROVEMENT,1
52,84552.26,759,7.9,1,0.552,1,6882.46,60,0.0163,RENT,EDUCATION,0
57,35239.31,701,4.8,2,0.2428,2,23990.18,72,0.1135,MORTGAGE,MEDICAL,0
25,61276.31,617,1.8,3,0.1852,6,13671.19,72,0.0372,MORTGAGE,EDUCATION,1
25,50556.58,668,0.3,0,0.5268,4,7743.08,60,0.0306,MORTGAGE,HOME_IMPROVEMENT,1
34,141378.29,663,1.9,3,0.2753,12,11445.51,84,0.0116,RENT,DEBT_CONSOLIDATION,1
23,65234.55,567,6.8,2,0.367,12,6501.21,72,0.0166,RENT,DEBT_CONSOLIDATION,0
60,158377.38,716,1.5,1,0.4646,7,55233.5,48,0.0872,RENT,HOME_IMPROVEMENT,0
24,79250.67,732,1.0,2,0.3522,4,35918.26,84,0.0647,OWN,EDUCATION,1
45,122113.1,744,13.9,0,0.4519,1,15978.72,84,0.0187,MORTGAGE,EDUCATION,0
58,53938.56,794,0.9,1,0.1673,6,10079.59,60,0.0374,MORTGAGE,DEBT_CONSOLIDATION,0
53,71164.65,756,2.3,1,0.2871,13,6868.99,36,0.0322,RENT,DEBT_CONSOLIDATION,0
32,110119.54,631,18.1,1,0.4909,4,21114.19,12,0.1917,RENT,MEDICAL,0
42,94134.51,648,5.8,0,0.101,5,27567.43,48,0.0732,MORTGAGE,EDUCATION,0
45,78080.58,747,2.3,2,0.2673,2,18317.06,84,0.0335,OWN,DEBT_CONSOLIDATION,0
55,50819.36,711,0.8,1,0.2492,5,6177.35,60,0.0243,MORTGAGE,DEBT_CONSOLIDATION,1
40,55304.62,678,4.8,4,0.6785,9,4744.77,12,0.0858,MORTGAGE,DEBT_CONSOLIDATION,1
34,105749.78,610,3.2,0,0.0484,11,6110.44,24,0.0289,RENT,DEBT_CONSOLIDATION,0
56,117354.63,637,6.6,3,0.1236,7,9590.23,72,0.0136,MORTGAGE,EDUCATION,0
60,44514.43,726,8.0,1,0.1482,9,4561.98,48,0.0256,MORTGAGE,MEDICAL,0
43,41279.47,523,1.0,0,0.3697,17,25164.55,84,0.0871,RENT,EDUCATION,0
23,38098.61,492,6.2,1,0.1448,3,16851.4,60,0.0885,RENT,EDUCATION,0
43,90658.08,735,4.0,2,0.182,5,5853.1,84,0.0092,OWN,BUSINESS,0
60,37618.92,637,8.6,2,0.0054,4,21413.15,48,0.1423,MORTGAGE,MEDICAL,0
64,90111.38,717,5.4,0,0.1388,16,13463.97,24,0.0747,MORTGAGE,HOME_IMPROVEMENT,0
39,78656.47,806,2.7,2,0.0755,14,60000.0,12,0.7628,RENT,DEBT_CONSOLIDATION,1
28,45590.47,598,16.2,6,0.3554,16,8683.99,84,0.0272,MORTGAGE,HOME_IMPROVEMENT,1
46,130866.06,546,0.5,0,0.0991,15,10274.8,36,0.0262,MORTGAGE,HOME_IMPROVEMENT,0
57,28821.32,657,0.4,1,0.2904,13,12573.63,84,0.0623,MORTGAGE,HOME_IMPROVEMENT,0
62,137278.41,625,3.6,2,0.6036,10,15738.54,72,0.0191,OWN,DEBT_CONSOLIDATION,0
24,70223.83,677,1.0,0,0.3377,4,23156.24,24,0.1649,RENT,MEDICAL,0
34,21232.04,723,0.3,1,0.0542,2,9856.53,72,0.0774,RENT,EDUCATION,1
42,132712.42,706,0.1,1,0.3353,8,23514.08,84,0.0253,MORTGAGE,HOME_IMPROVEMENT,1
26,97353.72,683,16.2,2,0.2961,13,10471.22,24,0.0538,MORTGAGE,HOME_IMPROVEMENT,0
60,48334.18,764,8.8,0,0.1993,4,17911.38,84,0.0529,RENT,DEBT_CONSOLIDATION,0
26,36961.78,733,1.5,0,0.1758,12,60000.0,48,0.4058,MORTGAGE,DEBT_CONSOLIDATION,0
50,27322.52,665,16.7,3,0.1776,6,8034.44,36,0.098,OWN,DEBT_CONSOLIDATION,0
61,200330.36,730,1.8,1,0.2706,2,6696.11,36,0.0111,MORTGAGE,DEBT_CONSOLIDATION,0
51,37733.71,556,4.8,0,0.4918,16,5332.68,24,0.0707,MORTGAGE,HOME_IMPROVEMENT,0
54,31831.31,765,3.7,0,0.3692,7,3529.61,84,0.0158,MORTGAGE,BUSINESS,0
33,68456.9,681,0.0,2,0.1789,2,5526.53,60,0.0161,RENT,HOME_IMPROVEMENT,0
57,26398.26,583,4.7,0,0.205,10,21009.58,36,0.2653,MORTGAGE,HOME_IMPROVEMENT,0
39,36652.09,646,22.9,1,0.0561,4,12720.43,36,0.1157,OWN,DEBT_CONSOLIDATION,0
24,98467.77,763,1.8,0,0.5093,6,8531.58,24,0.0433,RENT,DEBT_CONSOLIDATION,1
37,75516.41,618,0.0,2,0.0783,6,22547.87,48,0.0746,RENT,EDUCATION,0
37,49356.02,712,14.0,0,0.3567,11,2933.37,12,0.0594,RENT,DEBT_CONSOLIDATION,0
44,60424.71,750,0.1,2,0.0077,14,33036.15,36,0.1822,RENT,HOME_IMPROVEMENT,0
33,47990.81,681,7.0,3,0.399,4,12312.61,48,0.0641,RENT,DEBT_CONSOLIDATION,1
41,58046.58,610,8.9,0,0.08,4,11172.46,84,0.0275,OWN,BUSINESS,0
40,40908.55,674,2.0,0,0.3023,4,24598.89,24,0.3007,RENT,DEBT_CONSOLIDATION,0
36,44796.28,567,7.1,0,0.301,16,8637.7,72,0.0321,MORTGAGE,DEBT_CONSOLIDATION,0
51,44119.67,640,1.1,2,0.1834,9,13311.4,12,0.3017,RENT,MEDICAL,1
35,41650.54,591,15.9,0,0.239,7,13735.55,48,0.0824,RENT,BUSINESS,1
54,100907.09,676,0.4,2,0.2719,2,21471.08,60,0.0426,RENT,DEBT_CONSOLIDATION,0
32,87997.06,578,2.4,0,0.2887,3,60000.0,84,0.0974,MORTGAGE,EDUCATION,0
59,37564.64,686,0.3,0,0.1872,16,13945.84,48,0.0928,OWN,MEDICAL,0
37,32951.86,770,0.3,1,0.0362,11,54923.27,84,0.2381,RENT,MEDICAL,0
23,55346.11,775,2.6,2,0.6045,12,9894.91,12,0.1788,MORTGAGE,MEDICAL,0
28,175895.23,580,0.4,1,0.1656,10,7173.46,24,0.0204,RENT,DEBT_CONSOLIDATION,0
56,35815.91,626,2.6,3,0.0385,4,60000.0,24,0.8376,RENT,DEBT_CONSOLIDATION,0
59,55236.97,748,1.1,0,0.2313,3,11025.34,24,0.0998,RENT,DEBT_CONSOLIDATION,0
31,62589.96,736,10.4,3,0.7442,6,18659.24,84,0.0426,RENT,MEDICAL,1
47,56708.47,630,0.7,1,0.0958,11,13380.81,12,0.236,MORTGAGE,DEBT_CONSOLIDATION,0
46,47614.62,641,2.4,0,0.3331,14,11716.76,60,0.0492,MORTGAGE,MEDICAL,0
27,106674.77,686,14.3,0,0.1725,14,10240.3,12,0.096,MORTGAGE,DEBT_CONSOLIDATION,1
41,75149.09,533,5.9,0,0.0935,12,5442.32,84,0.0103,MORTGAGE,DEBT_CONSOLIDATION,1
51,91391.03,722,5.1,2,0.4706,7,8755.31,48,0.024,MORTGAGE,DEBT_CONSOLIDATION,0
63,80393.61,766,2.0,0,0.1211,5,26832.25,84,0.0477,OWN,MEDICAL,0
58,93617.65,648,1.1,1,0.4257,13,11288.53,60,0.0241,MORTGAGE,HOME_IMPROVEMENT,0
26,132217.41,566,0.9,1,0.1101,17,10467.4,12,0.0792,RENT,EDUCATION,1
32,116485.49,793,9.2,1,0.4564,11,39033.02,48,0.0838,RENT,DEBT_CONSOLIDATION,1
40,191453.83,697,9.0,2,0.2875,5,10526.49,48,0.0137,MORTGAGE,MEDICAL,0
28,110047.86,736,8.3,0,0.1891,17,32531.55,48,0.0739,MORTGAGE,HOME_IMPROVEMENT,0
46,42842.1,574,14.7,1,0.4136,17,9343.4,84,0.0312,RENT,DEBT_CONSOLIDATION,0
22,91459.91,574,11.4,0,0.2591,12,8956.36,72,0.0163,OWN,MEDICAL,0
